"","ORIGEN","AÑO_N","MES_N","AÑO","TRIMESTRES","TOTAL_KILOS_BRUTOS","TOTAL_KILOS_NETOS","I_DOLARES","I_PESOS"
"5141","23",2020,3,20,1,19805891.1604035,19668605.4390283,59720044.3855286,234154061180.977
"5142","25",2020,3,20,1,146524452.382335,143188377.37911,167654147.379755,651802394294.969
"5143","27",2020,3,20,1,311387.319997132,311374.60000062,8126036.07617188,31844058696
"5144","41",2020,3,20,1,10747535.7601489,10649487.2403125,24282453.6502609,91722639255.8413
"5145","44",2020,3,20,1,2354026673.49996,2354026141.32,109152304.844238,437328773768
"5146","47",2020,3,20,1,92658268.6778603,90266858.8305664,59914806.534729,232490740368
"5147","50",2020,3,20,1,198249939.440024,198240964.610003,41950734.1425171,162656990159.206
"5148","52",2020,3,20,1,1228102.99002612,1217137.53997147,2479565.99401855,9381338105.5
"5149","54",2020,3,20,1,218737271.058244,216350901.064908,21168327.3955469,79785416356.0674
"5150","63",2020,3,20,1,7237345.47217447,7126444.8719995,23154610.5548376,89277322855.4075
"5151","66",2020,3,20,1,16250266.4939677,15968610.3710454,30590985.9773452,117322203703.445
"5152","68",2020,3,20,1,64649836.80462,64370421.0010506,72006973.6306601,276029995060.647
"5153","70",2020,3,20,1,215224651.69989,215209387.360352,34208325.7695312,134374987684
"5154","73",2020,3,20,1,7365820.37110853,7304842.00821614,7676690.90698242,28969279863.5254
"5155","76",2020,3,20,1,109364571.880419,104996140.195607,139104649.498917,537087908635.04
"5156","81",2020,3,20,1,144000309.989777,143999813.850098,25891840.2099609,98551209605
"5157","85",2020,3,20,1,224962198,224962198,48808859.875,184016026304
"5158","86",2020,3,20,1,34648722.75,34648722.75,5307021.8125,21038178432
"5159","88",2020,3,20,1,117,90,120,430149.59375
"5160","94",2020,3,20,1,671.419967651367,650.680000305176,8424.44012451172,33198410.5
"5161","97",2020,3,20,1,21.4599990844727,20.0100002288818,12.6999998092651,52754.6484375
"5162","05",2020,4,20,2,140777244.741238,130443720.810804,287414474.779957,1144883399562.49
"5163","08",2020,4,20,2,60344622.1051951,59461570.3296409,94491704.0663128,376887754577.281
"5164","11",2020,4,20,2,37324760.1296948,34543610.229749,173625839.342804,687860025660.411
"5165","13",2020,4,20,2,123332113.4434,120774114.010017,124205441.024858,495470841814.156
"5166","15",2020,4,20,2,246593604.498291,246588859.159973,58138679.1949463,231094680983
"5167","17",2020,4,20,2,12205382.7291124,11081184.8104946,46005261.9717661,183144036647.05
"5168","19",2020,4,20,2,7417633.95315886,7318325.71148622,9719524.58453751,38666702192.3594
"5169","20",2020,4,20,2,3616599940.19006,3616597346,192054498.405273,768435033112.5
"5170","23",2020,4,20,2,53744621.0979538,53588216.4866161,51737909.6176109,203750282653.359
"5171","25",2020,4,20,2,224515096.523847,222224079.456571,114724836.40867,455347891126.877
"5172","27",2020,4,20,2,770695.970001698,770692.140001297,4419410.18066406,17575722518
"5173","41",2020,4,20,2,13128509.9749527,12929882.1977539,31119555.2069702,123588991338.769
"5174","44",2020,4,20,2,908890.989976883,905727.960048676,636521.103393555,2545729017.5
"5175","47",2020,4,20,2,109974630.629599,106932856.306153,64344670.3599243,256046926759.59
"5176","50",2020,4,20,2,137376175.179664,137369804.69,21847555.8049679,87328943324.7734
"5177","52",2020,4,20,2,8521185.97993779,8380654.64999998,4905399.82617188,19355214074.875
"5178","54",2020,4,20,2,274873593.86672,272037978.0487,37234488.7242661,148177088387.045
"5179","63",2020,4,20,2,5521756.66913986,5433453.60003662,17156133.563385,67918284730.6875
"5180","66",2020,4,20,2,16104273.5292146,15790469.3836798,30539877.0221015,121031956067.26
"5181","68",2020,4,20,2,33660557.5712205,33476568.0487123,38419466.4089496,152258520712.933
"5182","70",2020,4,20,2,214777662.289828,214763591.400001,44230584.3072376,174392450068.125
"5183","73",2020,4,20,2,717636.581279933,677384.999902368,3753328.08514404,14894583427.6201
"5184","76",2020,4,20,2,92907760.7651612,88864685.1219499,118408606.616194,471681586409.267
"5185","81",2020,4,20,2,783.75,726.679992675781,3791.63989257812,14737308
"5186","85",2020,4,20,2,140401569.39,140401567.25,20442754.09375,81336480712.0156
"5187","97",2020,4,20,2,1408.43994140625,1337,1090.98999023438,4373539
"5188","05",2020,5,20,2,163851115.30496,151663550.7521,394921672.44738,1525075923096.33
"5189","08",2020,5,20,2,46362852.511134,45027510.9393291,90985162.049244,350947689552.62
"5190","11",2020,5,20,2,41003528.1746224,38312234.0094523,183851051.543129,709623563652.935
"5191","13",2020,5,20,2,128337812.672779,126399278.592173,99718086.200943,385046358244.003
"5192","15",2020,5,20,2,81034111.1397467,81018964.7301235,17456531.7909241,66591484169.9531
"5193","17",2020,5,20,2,15532255.5366454,14267553.6544664,53963079.4027892,207711851178.014
"5194","18",2020,5,20,2,0.610000014305115,0.610000014305115,33795.53125,128562248
"5195","19",2020,5,20,2,6822689.05910158,6747798.39030981,11118357.9019547,42948057608.875
"5196","20",2020,5,20,2,4845007318.23022,4844993950.2002,233856993.214844,906735441557
"5197","23",2020,5,20,2,13306973.6501718,13169960.9474719,43463152.532053,167617837334.172
"5198","25",2020,5,20,2,39335291.0800159,37357328.901782,87742086.0620221,340261362723.044
"5199","27",2020,5,20,2,271093.739997625,271087.300002098,6191588.546875,23688902416
"5200","41",2020,5,20,2,10282821.3957291,10129045.8947849,23922561.9246368,91764710968.5195
"5201","44",2020,5,20,2,2228715962.17999,2228715648,107309776.145508,418091095886
"5202","47",2020,5,20,2,183718225.352472,179281655.926437,97289300.7210693,374521747350.803
"5203","50",2020,5,20,2,91730132.3800334,91723754.8000057,15112954.6484756,58232847556.7148
"5204","52",2020,5,20,2,1430892.21020365,1419556.4618187,2493947.01631165,9489454760.79297
"5205","54",2020,5,20,2,204298697.513889,192888195.363013,22794127.007637,88774998216.4912
"5206","63",2020,5,20,2,5630779.83656979,5523571.37031841,17913245.7067261,69138250260.541
"5207","66",2020,5,20,2,12060370.9788015,11708296.7677727,24681618.971647,95622725860.5374
"5208","68",2020,5,20,2,33105689.4867774,32917455.6603808,32516442.9418993,124906334002.557
"5209","70",2020,5,20,2,73584364.0799807,73579525.0700002,10550910.9000244,39928138512
"5210","73",2020,5,20,2,554308.242081046,526264.0700562,4373408.43554688,16570844686.2676
"5211","76",2020,5,20,2,111148365.0059,106618644.28188,136655751.336861,527352143420.223
"5212","81",2020,5,20,2,5109.919921875,3893.42993164062,13661.099609375,54509156
"5213","85",2020,5,20,2,104075483.840122,104075465.330009,16929396,66660285587
"5214","88",2020,5,20,2,22630,22554,20019.990234375,78646349.5
"5215","05",2020,6,20,2,159212095.968154,147193360.028214,440290766.453376,1628073938948.37
"5216","08",2020,6,20,2,48562375.8011563,47283572.688634,98717356.709969,366118432652.763
"5217","11",2020,6,20,2,32783036.8431731,30345013.0890758,160893187.940883,596405733392.55
"5218","13",2020,6,20,2,147005402.574624,145335749.080581,88630240.8034592,326822099470.856
"5219","15",2020,6,20,2,74039960.9584863,74034945.8699853,16628339.5297852,62271953717.75
"5220","17",2020,6,20,2,23082732.6446705,21526393.7446934,78832744.5740713,292199910822.816
"5221","18",2020,6,20,2,86970,84037,217918.796875,784175776
"5222","19",2020,6,20,2,8956240.10797018,8832837.0008851,11372310.4607971,42128728611.1143
"5223","20",2020,6,20,2,4851453085.07068,4851449129,241221395.965332,885270838514.5
"5224","23",2020,6,20,2,52612829.8100905,52531516.849998,45198811.567522,166770171811.508
"5225","25",2020,6,20,2,224335425.062197,222078286.529892,122501369.648683,451226755321.408
"5226","27",2020,6,20,2,103801.739999294,103796.429997921,5699462.02734375,21258630112
"5227","41",2020,6,20,2,13664641.8893981,13476575.036679,43885061.398201,162051574531.902
"5228","44",2020,6,20,2,1578233369.78,1578232958.53,75720390.1923828,278545375074
"5229","47",2020,6,20,2,157498310.436657,154821084.711792,84891963.8204403,315423669982.902
"5230","50",2020,6,20,2,370006.019815683,359840.739996135,400994.571055651,1477210334.34668
"5231","52",2020,6,20,2,9526877.40003872,9508493.27003288,10398236.4484253,38620457631
"5232","54",2020,6,20,2,45210004.5882718,45131995.3970263,9060224.01336975,33652608109.948
"5233","63",2020,6,20,2,8069373.4721005,7951507.61000419,26162445.264492,96123924413.8008
"5234","66",2020,6,20,2,14316520.5544899,13796081.2469682,30159739.1591677,111614427564.806
"5235","68",2020,6,20,2,12037214.1630126,11869496.4460594,18435310.148384,67909994241.5264
"5236","70",2020,6,20,2,131074895.189761,131060960.94812,16713267.3193951,61250582782.1602
"5237","73",2020,6,20,2,934376.703474045,890749.5896101,2613183.16378784,9630083487.89844
"5238","76",2020,6,20,2,100117685.541726,95157122.0699483,136303777.18084,504236932822.271
"5239","81",2020,6,20,2,76564924,76564095,18205878.40625,68437474304
"5240","85",2020,6,20,2,144774864,144774864,34024933,126094288896
"5241","86",2020,6,20,2,29141286,29141286,8775363.25,32580255744
"5242","94",2020,6,20,2,41.7299995422363,35.4599990844727,278.399993896484,1046845.25
"5243","05",2020,7,20,3,200809004.660395,186389912.958704,530540442.237836,1939736245733.32
"5244","08",2020,7,20,3,63062312.6601113,61548494.7508104,111807343.091156,409009516402.073
"5245","11",2020,7,20,3,40844212.3909506,37335837.0565275,183054851.785312,668326287322.823
"5246","13",2020,7,20,3,210533715.986111,207359860.744187,141952901.820146,520083913789.388
"5247","15",2020,7,20,3,89732939.6434388,89713230.9801202,23272662.4047852,85554252877.25
"5248","17",2020,7,20,3,32254859.2738047,30971586.9940533,105494710.965539,386525768312.506
"5249","18",2020,7,20,3,24440,24000,35877.0703125,130169184
"5250","19",2020,7,20,3,16945788.0069965,16796985.4310089,16363099.5342838,59786041444.4026
"5251","20",2020,7,20,3,3480633545.50999,3480618140,170138384.429047,622769370747.5
"5252","23",2020,7,20,3,14374603.4971516,14281849.8495921,36288222.6390771,132604090982.85
"5253","25",2020,7,20,3,159801129.05261,157443125.379008,123315477.004276,451447829347.147
"5254","27",2020,7,20,3,281981.210002661,281971.769999266,12510275.5742188,45664759134.875
"5255","41",2020,7,20,3,23374716.4395332,23027754.7687891,69745852.8242798,255804933590.984
"5256","44",2020,7,20,3,1871558985.10887,1871550813.76047,75790334.8600845,278671213626.719
"5257","47",2020,7,20,3,92319005.2255535,87975886.9242411,50601915.3033075,184011688919.188
"5258","50",2020,7,20,3,72237488.3867288,72219015.9200296,20138175.5206909,77275072786.8215
"5259","52",2020,7,20,3,3053348.25017166,3032381.95016831,11477016.9454098,42128298302.8262
"5260","54",2020,7,20,3,173022411.421374,171403946.204058,22340865.5590879,81970853823.7104
"5261","63",2020,7,20,3,7307495.12643778,7187124.18193494,22894245.3182487,83754205544.6821
"5262","66",2020,7,20,3,15565967.8152495,15013631.5456308,30483554.475399,111338345395.115
"5263","68",2020,7,20,3,15954251.0738534,15753028.5545555,25228445.5361047,92281446474.2148
"5264","70",2020,7,20,3,293300556.767219,293286058.219898,63558160.6484203,239408465672.453
"5265","73",2020,7,20,3,1523763.94227588,1467781.24995947,8262484.59338379,30290393513
"5266","76",2020,7,20,3,122101592.4216,117351749.010881,166634573.50107,610766514260.276
"5267","81",2020,7,20,3,7845.36010742188,6467.43994140625,18641.0502929688,67921873
"5268","85",2020,7,20,3,143688232,143688232,28414920,107102797824
"5269","86",2020,7,20,3,117720480,117720480,33813932,129020830720
"5270","88",2020,7,20,3,1541.98001432419,1474,240,876463.1875
"5271","94",2020,7,20,3,31.4400005340576,27.75,2541,9300517
"5272","05",2020,8,20,3,166499759.485734,155092241.861787,495680343.228999,1875831973763.08
"5273","08",2020,8,20,3,46784706.9851912,45538757.7741609,95876148.5315301,362866606088.553
"5274","11",2020,8,20,3,40856629.6039035,37960721.3536999,182278690.378675,689662478896.916
"5275","13",2020,8,20,3,124615361.427839,122051693.697498,113592547.623594,430505908037.158
"5276","15",2020,8,20,3,61284011.8712284,61275212.8100053,16130344.9404297,61018640056.8125
"5277","17",2020,8,20,3,24883526.8766757,23388152.5612946,80978781.592393,306656020312.502
"5278","18",2020,8,20,3,23250,20000,35666.4609375,134450784
"5279","19",2020,8,20,3,18697367.5498459,18513800.3213532,16161351.0046563,61101947864.2227
"5280","20",2020,8,20,3,3153865981.38,3153858905,152052655.125,576127892140.469
"5281","23",2020,8,20,3,18901041.2259891,18769016.3035271,53713396.9527359,203963874958.497
"5282","25",2020,8,20,3,241227599.949509,238703358.716439,127289847.92707,481750375492.005
"5283","27",2020,8,20,3,366026.489999771,366015.75,8165302.19921875,30993498770
"5284","41",2020,8,20,3,15152830.8268433,14976600.81073,41005611.2183838,155067191344.309
"5285","44",2020,8,20,3,1515415041.69996,1515412221,56881751.8803711,213900004702
"5286","47",2020,8,20,3,110346396.928396,107213564.277328,60517944.3070889,229266976328.364
"5287","50",2020,8,20,3,107723347.15015,107710566.050044,32261418.8004098,122582196787.943
"5288","52",2020,8,20,3,5697550.90072441,5672705.80113077,12407536.4880524,46870104138.25
"5289","54",2020,8,20,3,226345134.492218,217985416.854601,26439867.6344223,100929119972.586
"5290","63",2020,8,20,3,5725994.60067391,5585663.97996902,16783481.9949576,63618681873.9731
"5291","66",2020,8,20,3,13709431.4936605,13351662.6003069,24617254.6392628,93232947001.8229
"5292","68",2020,8,20,3,13933448.3040241,13779102.7493054,22216030.0960984,84242663922.7515
"5293","70",2020,8,20,3,162776802.747354,162765132.289839,41916050.3799181,158191541866.566
"5294","73",2020,8,20,3,4368383.95097578,4341471.71996784,6138112.75463867,23241743375.2793
"5295","76",2020,8,20,3,113271917.571556,108778978.40317,156599934.687949,592582568684.238
"5296","81",2020,8,20,3,3629.57995319366,3407.06996154785,10813.7100219727,40825557.375
"5297","85",2020,8,20,3,314512696,314512666,86403811.6499023,325688344088
"5298","86",2020,8,20,3,872192.1875,872192.1875,266042.40625,1004562816
"5299","05",2020,9,20,3,185450805.116375,172220294.73183,503973203.486673,1887774853346.15
"5300","08",2020,9,20,3,50253545.7707351,48641093.9614724,100018993.581861,375126557661.083
"5301","11",2020,9,20,3,51862221.997765,48423908.7530451,215852778.36344,808653143421.712
"5302","13",2020,9,20,3,216531168.45148,213735762.732065,145464313.496327,544692525367.523
"5303","15",2020,9,20,3,78424003.7162524,78408408.2570312,18710133.2890625,71080424284.5312
"5304","17",2020,9,20,3,27910875.7021083,25960399.6551099,92224932.4612627,345504094996.197
"5305","18",2020,9,20,3,33252.1400146484,32346.9801580906,207824.997314453,795126036.5
"5306","19",2020,9,20,3,29713744.3662984,29542769.5499074,23551433.8039246,88239596583.9375
"5307","20",2020,9,20,3,2621144720.16998,2621139785,135238076.072668,510574958069.445
"5308","23",2020,9,20,3,50400961.6518919,50230059.8879647,51880535.5678334,194260662995.59
"5309","25",2020,9,20,3,147284665.843785,144448707.123918,129617564.83345,484663655423.557
"5310","27",2020,9,20,3,325941.230000257,325904.049999952,19768124.0117188,74118441760
"5311","41",2020,9,20,3,19440745.7078632,19151241.1264918,58929595.5745369,220908915093.36
"5312","44",2020,9,20,3,1483630594.40039,1483629233.40039,66261875.7230225,254879834958
"5313","47",2020,9,20,3,60221913.9740417,57113004.4168434,33385316.4790896,125430106425.307
"5314","50",2020,9,20,3,72717368.4095453,72705926.5700275,20611486.4679317,76830181875.6914
"5315","52",2020,9,20,3,6318123.19067049,6292344.03053665,12234675.4485717,45801195925.2871
"5316","54",2020,9,20,3,287640683.30158,286488839.97037,39287048.907337,147184246419.568
"5317","63",2020,9,20,3,6178842.64809895,6040947.33998299,20164087.207613,75679588922.2637
"5318","66",2020,9,20,3,15238691.0410082,14928104.5847979,29064844.4563227,109390852714.229
"5319","68",2020,9,20,3,15928760.0724482,15753199.8367831,30462684.78476,114215762123.417
"5320","70",2020,9,20,3,218546212.421542,218526953.670307,53683628.6981842,201447956778.926
"5321","73",2020,9,20,3,965991.788989067,926729.589987278,6071321.95037556,22797000574.957
"5322","76",2020,9,20,3,131611556.028732,126805785.181173,172510112.9742,646295708285.067
"5323","81",2020,9,20,3,1298.10000991821,1178.17000579834,11213.909942627,41309314.96875
"5324","85",2020,9,20,3,146780088,146780088,38807194,142771052544
"5325","86",2020,9,20,3,15435000,15435000,3752070,13871403008
"5326","88",2020,9,20,3,15964,14501,20150,74255331.5
"5327","05",2020,10,20,4,211992957.171008,196381787.217899,584761353.624855,2241597725924.24
"5328","08",2020,10,20,4,64494717.2119209,63171209.5545553,117967683.639088,452666924394.191
"5329","11",2020,10,20,4,52024124.5110491,48999727.5606431,215857278.360627,826839832324.925
"5330","13",2020,10,20,4,181602225.756825,179374114.403528,135080469.042837,518235324259.638
"5331","15",2020,10,20,4,214380479.542639,126422895.379844,31825297.6253662,122554952424.125
"5332","17",2020,10,20,4,25264668.8506117,23719872.615878,80691113.0954373,309130628118.099
"5333","18",2020,10,20,4,24542.5703661442,24542.5703661442,177314.947814941,683351552.75
"5334","19",2020,10,20,4,22161001.257336,22005798.0805121,16813438.483384,64435929444.3165
"5335","20",2020,10,20,4,2768380102.58996,2768365326.51074,142000900.762939,542502309624.258
"5336","23",2020,10,20,4,21437351.1648012,21242573.0091261,56787991.3393507,217780089318.09
"5337","25",2020,10,20,4,262812129.724236,260622348.533384,139515158.224313,534821715675.582
"5338","27",2020,10,20,4,1595.88999849558,1580.26999865472,14841616.5947266,56893375628
"5339","41",2020,10,20,4,19498389.4029583,19247438.9849122,44059160.8108902,169170247075.649
"5340","44",2020,10,20,4,54620625.2502165,54617515.0399981,3282551.09349251,12582628659.6875
"5341","47",2020,10,20,4,106415375.090188,103096221.555914,59801241.1589918,228867187895.939
"5342","50",2020,10,20,4,178669322.830109,178661270.120039,47012454.4978886,180688043999.685
"5343","52",2020,10,20,4,11151647.1812294,11126909.4509615,11629062.5595059,44555464624.7227
"5344","54",2020,10,20,4,227274945.706208,225863303.853158,23598425.0432205,90312179825.8572
"5345","63",2020,10,20,4,6210566.28189039,6038377.45873964,19914003.3494568,76387539517.3242
"5346","66",2020,10,20,4,16735481.9340434,16296700.8089724,32071690.5858934,122979789198.628
"5347","68",2020,10,20,4,13992085.2766912,13768718.951536,25472656.9994161,97523962094.2945
"5348","70",2020,10,20,4,146531099.966846,146512384.770173,33369763.1691342,127659869922.428
"5349","73",2020,10,20,4,958682.510193825,925163.450301647,6246802.9458313,24015664794.8594
"5350","76",2020,10,20,4,135741536.149707,130471093.924671,162638969.934615,623966304680.153
"5351","81",2020,10,20,4,25863.959564209,24538.6396026611,73727.4702148438,284644312
"5352","85",2020,10,20,4,99335840,99335840,25805038,99159363584
"5353","86",2020,10,20,4,7383820.25,7383820.25,1801533.453125,6924300224
"5354","05",2020,11,20,4,195948281.701388,182351376.886114,545780699.363547,2011969529183.85
"5355","08",2020,11,20,4,49043808.9644351,47584641.5620541,107060057.313359,394650629276.745
"5356","11",2020,11,20,4,50601740.0526601,46923989.4524035,225877714.169241,831762195545.141
"5357","13",2020,11,20,4,257660680.464259,255498055.028231,153628813.870904,567820920879.807
"5358","15",2020,11,20,4,90053102.1576613,90040923.4908704,29672869.8385544,108217491320.531
"5359","17",2020,11,20,4,27370610.3463374,25406570.4723371,85294288.8919892,313769937218.709
"5360","18",2020,11,20,4,29603,29142.4899878502,161964.896484375,587128568
"5361","19",2020,11,20,4,16914294.5355949,16783707.7101768,15304137.2329674,56596076976.7812
"5362","20",2020,11,20,4,1601478880.70001,1601472142,90852708.9283447,335031507358.25
"5363","23",2020,11,20,4,40823081.7708107,40655801.7428647,56628031.191761,208909284733.148
"5364","25",2020,11,20,4,116771428.456939,107114385.55321,115213789.109112,423565000852.621
"5365","27",2020,11,20,4,788596.519999266,788589.579998255,7054191.9609375,25883504664
"5366","41",2020,11,20,4,19087631.7764037,18750703.8001868,58237771.0847913,214157490214.496
"5367","44",2020,11,20,4,361632.659959316,357343.080128193,953397.23828125,3469303709
"5368","47",2020,11,20,4,84500664.2361554,81863844.3514892,45547031.6379535,167815876014.589
"5369","50",2020,11,20,4,157937420.840028,157926350.64,43821623.7406845,159327264845.087
"5370","52",2020,11,20,4,11844945.9085504,11814159.8487132,14079924.3348122,51596802047.8164
"5371","54",2020,11,20,4,241912791.13165,239300960.495668,31977230.870573,119519281959.016
"5372","63",2020,11,20,4,10384262.6536419,10188444.9101236,34935492.1929526,128950852495.853
"5373","66",2020,11,20,4,13867059.2385465,13457132.6780944,26572781.1254685,98151801539.377
"5374","68",2020,11,20,4,18471641.7455925,18283453.6872167,43219355.1955411,159885279344.79
"5375","70",2020,11,20,4,204003221.876709,203977209.796875,46636513.5,172066047438
"5376","73",2020,11,20,4,467552.869420886,442002.180053473,2855346.62960693,10550610398.7654
"5377","76",2020,11,20,4,138891800.388295,133692082.878329,159625927.020767,587885641250.306
"5378","81",2020,11,20,4,1784.01005554199,1607.20001220703,8147,30896795.5
"5379","85",2020,11,20,4,124577500.74,124577500.45,34655623.2099991,126010170837.172
"5380","86",2020,11,20,4,119920736,119920736,32651768,118353275392
"5381","05",2020,12,20,4,321485925.260715,296468843.615841,680064027.135654,2358947326012.31
"5382","08",2020,12,20,4,54665681.3954169,52988135.8526062,112379622.540433,389685966223.414
"5383","11",2020,12,20,4,50892164.2610951,47298552.4423193,216255708.374398,749362592100.794
"5384","13",2020,12,20,4,136728010.107787,133827226.697757,164598601.401028,571203339608.728
"5385","15",2020,12,20,4,90480173.7913622,84950202.9283075,17089734.9421387,59514975382.5
"5386","17",2020,12,20,4,38663235.661886,36806576.3626126,125025220.594408,432626364719.452
"5387","19",2020,12,20,4,17792376.8602114,17636869.4288967,14634938.810463,50829989667.6562
"5388","20",2020,12,20,4,4151664062.22,4151662992.5,216128473.86438,751224941091
"5389","23",2020,12,20,4,45182404.7981052,44947925.0714312,68195733.0543203,235675952539.543
"5390","25",2020,12,20,4,226789630.582061,223932416.186515,147429098.711434,511003819196.459
"5391","27",2020,12,20,4,647763.809999883,647748.640001267,14231651.4667969,49300913116
"5392","41",2020,12,20,4,25394146.9138858,25153946.9596363,78850777.1792603,273172192478.255
"5393","44",2020,12,20,4,454198.36000061,452907,149979.780029297,519611728.5
"5394","47",2020,12,20,4,108518693.285591,103137388.317152,58078029.072909,201427482498.857
"5395","50",2020,12,20,4,123650248.239955,123633221.260001,41097422.647049,141791265705.781
"5396","52",2020,12,20,4,5200026.72106329,5172833.3193914,8321593.34034181,28795040197.0215
"5397","54",2020,12,20,4,248085059.831711,247994208.07554,29031327.1116216,100737282949.931
"5398","63",2020,12,20,4,8862708.87632179,8708441.89016223,27526568.4114838,95312690171.6836
"5399","66",2020,12,20,4,15967795.7241766,15473983.4083601,38078713.4389987,132099204988.795
"5400","68",2020,12,20,4,68123427.4053902,67873004.4198755,50298260.871439,174520746158.346
"5401","70",2020,12,20,4,70541104.0116107,70511627.628287,21881342.1899033,76131067495.5781
"5402","73",2020,12,20,4,773550.173660994,731261.3399086,5372880.77923727,18624520659.3975
"5403","76",2020,12,20,4,146545786.351554,140652536.47213,178727188.289289,619433735624.853
"5404","81",2020,12,20,4,1908.31995564699,1810.71999508142,4299,15019392.453125
"5405","85",2020,12,20,4,86744156.5999997,86744148.7999994,27977762.6099091,96553514954.5781
"5406","86",2020,12,20,4,45570000,45570000,9718652,33148571648
"5407","88",2020,12,20,4,41722.7899990082,39358.7999992371,82309.9708499908,287071981.53125
"5408","05",2021,1,21,1,165106908.783444,153768559.133705,406157970.293463,1421118230649.06
"5409","08",2021,1,21,1,51579457.5491682,50238205.8199823,112013136.988121,391284383151.49
"5410","11",2021,1,21,1,47506107.5005116,44668781.4070855,195976690.951268,688038729462.667
"5411","13",2021,1,21,1,188051529.04788,185263078.697235,171111096.256342,598109013319.887
"5412","15",2021,1,21,1,105691829.120894,105681774.350034,31910489.8907013,110331914475.25
"5413","17",2021,1,21,1,23043411.5371965,21950265.5925424,74590524.1718163,261474176527.314
"5414","18",2021,1,21,1,25526.8099999428,25402.2099938393,259554.375,903698053
"5415","19",2021,1,21,1,7710749.37781999,7648085.43115443,8211407.47993279,28593733373.5312
"5416","20",2021,1,21,1,2445150417.66072,2445141337,128505032.685059,449743731518.312
"5417","23",2021,1,21,1,58786907.5315161,58641113.491406,45584918.9063148,158739295778.84
"5418","25",2021,1,21,1,110162680.804621,107665686.92446,121924955.929455,426916891646.111
"5419","27",2021,1,21,1,387138.599999905,387132.010001183,7225999.33789062,25496738184
"5420","41",2021,1,21,1,21047157.0310175,20796112.4641708,66695777.0633827,232363632862.781
"5421","44",2021,1,21,1,967462431.830023,967460669.260005,51906462.069253,186505738690.197
"5422","47",2021,1,21,1,69393961.0275435,64931739.4426041,37353291.1112366,131089153019.089
"5423","50",2021,1,21,1,120766992.729985,120740653.18,47381469.9015198,165909219122.625
"5424","52",2021,1,21,1,7557724.95997901,7535661.87993873,6643579.31463677,23624345034.1553
"5425","54",2021,1,21,1,252575560.731223,243452601.052321,24371414.0717335,85000090216.291
"5426","63",2021,1,21,1,7321513.10072422,7193078.99008179,22005579.1845741,76633798039.6973
"5427","66",2021,1,21,1,15032398.4950483,14566161.9193459,29062706.9347558,101357727371.453
"5428","68",2021,1,21,1,29180002.8557283,28986743.775867,43185417.5780761,151274364809.579
"5429","70",2021,1,21,1,287349780.979673,287330779.11,77607156,269922503840.93
"5430","73",2021,1,21,1,545053.909023464,515935.49004519,2559923.63412476,9073792132.79834
"5431","76",2021,1,21,1,111727519.073267,108320855.780602,131795189.21523,459956920113.239
"5432","81",2021,1,21,1,10.3999999761581,4.97000002861023,332,1189253.93994141
"5433","85",2021,1,21,1,163441556.399998,163440050.000001,60140640,210070937977
"5434","86",2021,1,21,1,14406000,14406000,4579540,15928143872
"5435","88",2021,1,21,1,26188,23808,51055.1015625,175246624
"5436","05",2021,2,21,1,204460792.118611,190063205.837634,522140761.56392,1854304001712.35
"5437","08",2021,2,21,1,35220094.3238158,33869198.9400865,99850100.8525048,354564224864.232
"5438","11",2021,2,21,1,51288051.2094221,47836270.0774506,232244799.923691,825453668057.45
"5439","13",2021,2,21,1,192717298.619677,190214612.379104,191728104.306252,679588757824.303
"5440","15",2021,2,21,1,105874221.659562,105859127.749375,46086298.2324219,163333374007.875
"5441","17",2021,2,21,1,33959127.8920512,32054034.3163755,111882949.466942,397673041516.975
"5442","18",2021,2,21,1,32334,31803.4000000954,272903.359375,959432672
"5443","19",2021,2,21,1,10847708.5665109,10762333.8880942,8284264.54986191,29490156743.5078
"5444","20",2021,2,21,1,5093729359.86003,5093728521.44994,242371238.636475,857949540233.203
"5445","23",2021,2,21,1,54946863.2220192,54672637.1727644,49541815.1431761,176554622466.342
"5446","25",2021,2,21,1,202039163.023285,199372854.483534,172240535.170545,612193941827.866
"5447","27",2021,2,21,1,80593.88999933,80590.2499992251,2868382.12890625,10202503968
"5448","41",2021,2,21,1,21074407.6291179,20832593.4900492,69815023.0080087,248327385748.842
"5449","44",2021,2,21,1,1794456343,1794452878,101325236.286133,363037209397.5
"5450","47",2021,2,21,1,54633949.8007936,52101051.1368093,41033512.174123,145677319187.86
"5451","50",2021,2,21,1,40326745.6803069,40272593.3497312,17627509.4538879,62022279973.4563
"5452","52",2021,2,21,1,2336906.08058429,2324875.70998335,1665660.51599324,5950878295.24609
"5453","54",2021,2,21,1,185552330.486621,185341617.749131,28683498.3818295,101999038781.149
"5454","63",2021,2,21,1,6332348.68160009,6217746.54926872,21161587.982914,75095788066.7891
"5455","66",2021,2,21,1,14228492.7330271,13865032.7944934,31053499.6656083,110370280458.923
"5456","68",2021,2,21,1,35516025.1466629,35216508.632826,49597927.2184176,176101781296.239
"5457","70",2021,2,21,1,148290037.94165,148272654,51666094.3603516,184661673203
"5458","73",2021,2,21,1,565068.857474327,536569.749762535,5083639.94838333,18048401645.6406
"5459","76",2021,2,21,1,112887145.565572,108201266.005871,148323698.137307,527100073351.667
"5460","81",2021,2,21,1,779.830017089844,682.279998779297,3895.82989501953,13735784.75
