"","ORIGEN","AÑO_N","MES_N","AÑO","TRIMESTRES","TOTAL_KILOS_BRUTOS","TOTAL_KILOS_NETOS","I_DOLARES","I_PESOS"
"991","44",2007,12,7,4,4691974414.85995,4691970740.86,250189245.118643,468316009583.9
"992","47",2007,12,7,4,80608489.1366687,77976382.1464341,37979928.6946404,77204955797.9604
"993","50",2007,12,7,4,50602.0892791748,50399.3492884636,279150.515625,556252654.882812
"994","52",2007,12,7,4,11285289.8900854,11247950.4701812,13035486.8836908,26198154690.4336
"995","54",2007,12,7,4,175603045.016398,175274078.627725,109855536.465703,221219759610.782
"996","63",2007,12,7,4,8026032.79124236,7982416.20945466,20760896.6178894,41741382374.5312
"997","66",2007,12,7,4,16177732.4810796,15588987.428013,46728862.8512774,94077328112.3372
"998","68",2007,12,7,4,22620624.519181,22276752.1091464,77154633.9125006,155066840994.199
"999","70",2007,12,7,4,46920701.8984375,46802410.7359352,8594429.14257812,17292994597
"1000","73",2007,12,7,4,4414470.65991032,4377745.84931493,13621397.4689636,27366528622.0283
"1001","76",2007,12,7,4,109920861.820687,105685862.469941,186696273.926391,375476764620.019
"1002","81",2007,12,7,4,143655.399612427,143060.919769287,327571.822265625,656546596
"1003","88",2007,12,7,4,0.0900000035762787,0.0700000002980232,73129.96875,147547024
"1004","91",2007,12,7,4,9433.45000004768,9413.22000002861,81174.7000732422,161364707.71875
"1005","05",2008,1,8,1,219917161.90051,205485558.449642,327994074.05171,648180245074.064
"1006","08",2008,1,8,1,218177766.467536,217343263.553703,112196049.422467,221994221845.481
"1007","11",2008,1,8,1,51046870.7304546,48803159.5119561,210737372.765101,415501254156.76
"1008","13",2008,1,8,1,188783550.490629,186935898.85285,108644331.486627,215091773232.084
"1009","15",2008,1,8,1,51410928.1389537,51407505.9300896,21366325.0440674,42034741600.4922
"1010","17",2008,1,8,1,18900960.8241102,17857020.9591286,57498811.5319165,114018192776.968
"1011","19",2008,1,8,1,10079525.1446968,9937173.35717542,17247662.1961765,34141801522.11
"1012","20",2008,1,8,1,3245499357.5,3245496833.1,197054785.818726,383930850836.75
"1013","23",2008,1,8,1,21420569.1787415,21377364.4224854,175526460.681575,348591163754.259
"1014","25",2008,1,8,1,185564669.574223,181580170.931109,166435157.300704,329111506209.596
"1015","27",2008,1,8,1,355982.329987526,320633.21999836,14315229.3046875,28103988448
"1016","41",2008,1,8,1,12986386.3868408,12889757.421875,38344674.2766113,75752094789.5
"1017","44",2008,1,8,1,2220984735.68066,2220963068.06055,113706642.083557,226845408848.656
"1018","47",2008,1,8,1,41135046.2915649,39168824.1989441,16150893.4763184,31909443458.125
"1019","50",2008,1,8,1,107806.099227905,106501.69925499,553904.082214355,1106468559.625
"1020","52",2008,1,8,1,8341790.38085461,8281956.95031738,9406048.68399048,18546397708.605
"1021","54",2008,1,8,1,75054741.576398,74769562.6486444,75262838.6931391,148772955955.398
"1022","63",2008,1,8,1,6418481.4420619,6370103.74054623,16494660.3333893,32591261590.9688
"1023","66",2008,1,8,1,13559792.8532847,13212104.3725861,37162280.0983118,73503458481.4295
"1024","68",2008,1,8,1,13975865.7049135,13718684.1751743,54103013.9524789,107085800420.001
"1025","70",2008,1,8,1,25856212.7421875,25830562.2421875,5357518.125,10620563872
"1026","73",2008,1,8,1,5072551.859375,5012201.83985138,17299698.9740601,34256556159.2812
"1027","76",2008,1,8,1,123269111.230145,119564588.161575,181518438.908497,361147703317.496
"1028","85",2008,1,8,1,41706,40556,57134.359375,111704960
"1029","88",2008,1,8,1,17183.6607818604,15304.5304718018,608209.309570312,1197668628
"1030","91",2008,1,8,1,5520,5520,52137,102256299.5
"1031","94",2008,1,8,1,1322.27001953125,1073.52001953125,3570.22998046875,7193156.5
"1032","97",2008,1,8,1,211706.100097656,211171.199951172,622370.64453125,1230144944
"1033","05",2008,2,8,1,185921134.412746,174649385.415362,339680099.253398,644859569340.947
"1034","08",2008,2,8,1,52468496.155765,49639262.9675966,93274392.6080503,178165461805.143
"1035","11",2008,2,8,1,77540098.6935885,74919038.0192043,260937282.942336,496716683801.353
"1036","13",2008,2,8,1,142719545.218437,141202471.116288,99518624.606904,189435948560.481
"1037","15",2008,2,8,1,67932598.2100912,67920948.6000911,39589505.7799435,75283835823.1016
"1038","17",2008,2,8,1,20009744.8110565,18933093.9502217,59377857.8682156,113043486317.89
"1039","18",2008,2,8,1,12713,12587,41902.12109375,77722984
"1040","19",2008,2,8,1,10136921.272611,10010690.3920984,19151036.0447984,36805991138.2217
"1041","20",2008,2,8,1,3381029125.5,3381025238.10001,232912080.453125,450981449242
"1042","23",2008,2,8,1,13125408.8385963,13104489.2984314,97005838.8173828,185125612889.156
"1043","25",2008,2,8,1,191941872.904372,187533514.705786,234398562.747273,445931934453.161
"1044","27",2008,2,8,1,1524.3999722302,1355.39004516602,7575382.35378909,14291512352.24
"1045","41",2008,2,8,1,10676798.8083992,10560107.7517185,31608616.4672852,60120292107
"1046","44",2008,2,8,1,1000581285.99997,1000575216.63998,53472231.6442871,99976778763.1719
"1047","47",2008,2,8,1,37750395.8199081,35659174.8536301,22426502.6897485,42919233878.1806
"1048","50",2008,2,8,1,292871.50390625,292828.61390686,1321402.734375,2528071308
"1049","52",2008,2,8,1,5126516.34765625,5100346.578125,9389662.22753906,17826002818
"1050","54",2008,2,8,1,127793864.248915,127378375.1261,102352796.528696,194523856670.804
"1051","63",2008,2,8,1,4671718.35685539,4623517.42073059,14684556.8007812,28012720470.1875
"1052","66",2008,2,8,1,14727645.959432,14429821.4662524,41516308.2961141,79001593968.6858
"1053","68",2008,2,8,1,13737914.1154273,13430550.5777371,50281478.6578913,95608530732.8036
"1054","70",2008,2,8,1,30788543.5058594,30597976.1966648,10437882.0234375,19743175304
"1055","73",2008,2,8,1,4431528.78287745,4381383.6701622,14407819.8216858,27524832407
"1056","76",2008,2,8,1,103689386.179405,99713261.7946632,189704616.363705,362640483836.836
"1057","81",2008,2,8,1,27016.2800140381,25780.5,278083.020996094,530884177
"1058","85",2008,2,8,1,11000,11000,200000,385660000
"1059","88",2008,2,8,1,28008.5797851682,25557.0794235244,883740.010620117,1683715565.89062
"1060","91",2008,2,8,1,6730,5896,31177.580078125,59995987.5
"1061","05",2008,3,8,1,162431099.308749,151809075.614624,296627358.442138,547635218574.841
"1062","08",2008,3,8,1,141495745.49084,140275600.459356,115516032.525003,213862873271.888
"1063","11",2008,3,8,1,83918493.97883,81142700.3962579,267147571.75416,495050699070.429
"1064","13",2008,3,8,1,142554022.849731,140863797.208937,109584988.349004,202340984691.179
"1065","15",2008,3,8,1,16596881.4994727,16588333.409548,16411052.7425919,30186736903.6719
"1066","17",2008,3,8,1,18375349.2185339,17246158.7370195,60766080.0828649,112424415210.375
"1067","18",2008,3,8,1,10641.8601379395,10175.389831543,81540.2165527344,155103364
"1068","19",2008,3,8,1,9877051.1702643,9746765.93908051,22868348.064003,43716906945.6865
"1069","20",2008,3,8,1,3395458368.08594,3395424597.23593,230505030.04834,441532096134.75
"1070","23",2008,3,8,1,2509670.10996246,2499042.4631424,10294965.1357422,19039782062
"1071","25",2008,3,8,1,163683146.956063,159252377.79622,198944729.213409,367811653219.341
"1072","27",2008,3,8,1,110766.589998245,105309.169998169,1432628.46289062,2666464892
"1073","41",2008,3,8,1,6801627.32421875,6757610.41015625,20857299.7890625,38487779609
"1074","44",2008,3,8,1,3386752036.63118,3386734906.26141,204542380.887129,407876339437.559
"1075","47",2008,3,8,1,45217841.1421599,43392486.9145598,26270414.1273255,48639639924.2891
"1076","50",2008,3,8,1,141782.199310303,141240.399200439,651532.859375,1212797399.5
"1077","52",2008,3,8,1,4878378.19961607,4851349.62899828,7895913.03416061,14631881035.8398
"1078","54",2008,3,8,1,95508652.0054183,95170474.9101002,84807878.1030254,156228163501.06
"1079","63",2008,3,8,1,3885366.16348934,3850461.82850647,11885993.4208832,21877243500.8984
"1080","66",2008,3,8,1,15353027.3863534,14997807.9099779,42836117.0949451,78880919934.5456
"1081","68",2008,3,8,1,12254095.2107164,12021166.9148183,43613091.0027482,80564097779.8901
"1082","70",2008,3,8,1,21698802.0859375,21547508.8359375,7369461.4375,13489471386
"1083","73",2008,3,8,1,3256266.73643494,3181569.85957336,11845416.7559204,21779504147.7375
"1084","76",2008,3,8,1,121396953.821987,116913729.974522,200045493.362693,370606883300.367
"1085","81",2008,3,8,1,40246.9992179871,40243.6392183304,181911.066223145,338718116.875
"1086","88",2008,3,8,1,6185.21005859971,6182.35005859286,379294.419921875,698585444
"1087","91",2008,3,8,1,68063,68061,31309.2800292969,57540304.25
"1088","94",2008,3,8,1,4112,3718,217536.5625,394970442.875
"1089","95",2008,3,8,1,195,175,24618.48046875,44698544
"1090","99",2008,3,8,1,1486.96997070312,1010.59002685547,7134.14990234375,13222505
"1091","05",2008,4,8,2,251679716.078055,233391027.915538,380963484.884222,685520488417.339
"1092","08",2008,4,8,2,243648461.243484,242461867.40407,109586202.132526,197565852651.995
"1093","11",2008,4,8,2,105843843.897131,102610310.24581,342387404.788931,628771543266.45
"1094","13",2008,4,8,2,97328788.3998411,95507815.9299264,110241527.773287,198172523351.057
"1095","15",2008,4,8,2,78811182.1901073,78807821.0000108,28607212.5446472,51330233089.3125
"1096","17",2008,4,8,2,21494175.4132768,20366399.6446771,65285900.1038431,117297438352.145
"1097","19",2008,4,8,2,8028058.521541,7910783.42889619,15927581.6349621,28670841626.8506
"1098","20",2008,4,8,2,3065178093,3065174039.00006,192656601.100006,368177026934.812
"1099","23",2008,4,8,2,13265991.203125,13184221.4499969,113092719.21875,201837516408
"1100","25",2008,4,8,2,177363132.783519,172578337.453694,255693911.764107,459726583587.291
"1101","27",2008,4,8,2,5743312.06999326,5367817.07000089,14891900.6298828,26460224678.9375
"1102","41",2008,4,8,2,4659418.47851562,4623237.51367188,13433276.7763672,24127523883
"1103","44",2008,4,8,2,3963949408.69003,3963923759.84,286994804.963599,574046607720.704
"1104","47",2008,4,8,2,42727155.8587685,41373628.9470406,28542751.0614986,51550197051.3647
"1105","50",2008,4,8,2,8167.01009607315,7494,45648,81823358.015625
"1106","52",2008,4,8,2,1835303.00003052,1828278.20042419,2646479.02880859,4809025543.42188
"1107","54",2008,4,8,2,105121998.686509,104838802.557211,82716213.5687326,148827053893.333
"1108","63",2008,4,8,2,3548528.74145496,3507436.92677176,12109033.1393714,21738601906.2451
"1109","66",2008,4,8,2,14341275.5895587,13799628.2663991,44232967.6683546,79365407892.7233
"1110","68",2008,4,8,2,10964232.2626523,10622479.4517361,40808652.3910059,73198831296.9279
"1111","70",2008,4,8,2,56996461.390625,56856970.3843765,10037044.9257812,18074920142
"1112","73",2008,4,8,2,3899904.49927628,3839536.4293552,13846785.0902424,24831533335.8086
"1113","76",2008,4,8,2,137192030.248955,132234925.407224,221151056.662525,397832395102.382
"1114","81",2008,4,8,2,44384.4400448799,44259.5499753952,108624.129896164,198978921.457031
"1115","85",2008,4,8,2,576,326.300003051758,66229.3385009766,119888528.75
"1116","88",2008,4,8,2,18508.2998046875,16813.860156253,762523.739990234,1347947781.65625
"1117","91",2008,4,8,2,585,570,4591.1298828125,8231299
"1118","97",2008,4,8,2,5076,4569,96535.5,173038912
"1119","99",2008,4,8,2,13908,13060.8004150391,15384,27194759
"1120","05",2008,5,8,2,208418462.780153,194154094.719263,375312871.575223,669058283882.321
"1121","08",2008,5,8,2,146717710.218967,145429835.887409,109991113.497131,196773983479.098
"1122","11",2008,5,8,2,138086597.210295,134886551.329213,302956465.617253,550798899850.211
"1123","13",2008,5,8,2,61625902.3823414,59901064.4265528,99142981.0161474,176139759661.758
"1124","15",2008,5,8,2,28581165.1297257,28574437.7900212,26795036.5189896,47687076324.3672
"1125","17",2008,5,8,2,20229889.775532,18989457.1648082,63658442.8742577,115383825738.932
"1126","18",2008,5,8,2,186,88,3112.22998046875,5555455
"1127","19",2008,5,8,2,15507695.1720618,15379434.6202949,17018138.1516838,30330708125.6172
"1128","20",2008,5,8,2,2637850221.05883,2637841692.63998,179471065.380674,337634714601.324
"1129","23",2008,5,8,2,9026495.97437871,8987244.6607815,66255028.3476562,117756413877.328
"1130","25",2008,5,8,2,219008235.847814,214236677.085848,245059065.452314,435847929266.546
"1131","27",2008,5,8,2,219256.470001221,200163.920000076,8307022,14687212351
"1132","41",2008,5,8,2,5822107.40966797,5772185.203125,17772032.4873047,31597497259.5
"1133","44",2008,5,8,2,2975050624.96243,2975042261.04165,221724270.837189,416916669190.578
"1134","47",2008,5,8,2,64875782.2924805,61303949.4202557,34438670.0413818,61299600955.9282
"1135","50",2008,5,8,2,8780.49994564056,7591.00006437302,183443.210258484,324845702.257812
"1136","52",2008,5,8,2,10158017,10149024,12423987.8084106,22220654250.625
"1137","54",2008,5,8,2,173833105.935268,173462603.334727,87865590.1738884,156266619803.238
"1138","63",2008,5,8,2,3671794.93267345,3617832.21430397,13014422.3082123,23059372203.4199
"1139","66",2008,5,8,2,15422380.9706681,15186616.507595,39176236.2397259,69636530656.5611
"1140","68",2008,5,8,2,13668012.1146598,13302535.0318661,48669626.9795098,86571648507.0159
"1141","70",2008,5,8,2,15487506,15378781.8125,8123934.25,14444677366
"1142","73",2008,5,8,2,2870615.54142761,2801408.17013931,10485539.1836472,18690433522.4688
"1143","76",2008,5,8,2,132403059.830759,127624917.455555,228337302.476874,406534792901.617
"1144","81",2008,5,8,2,4334.94996476173,4217.93996307254,46174.0794582367,82120945.3554688
"1145","85",2008,5,8,2,51970,51970,38577,68517686
"1146","86",2008,5,8,2,7739.27978515625,6416.14990234375,72774,130493240
"1147","88",2008,5,8,2,5201.01000118256,4712,48371.2803955078,85771857.875
"1148","91",2008,5,8,2,11800,11210,50211.19921875,88183424
"1149","94",2008,5,8,2,29481,29481,138560.703125,247689728
"1150","97",2008,5,8,2,38788.6199798584,38635.1999969482,76814.5302734375,136050341.5
"1151","05",2008,6,8,2,261704944.016753,242555873.985901,352751379.481174,607778199148.457
"1152","08",2008,6,8,2,139458118.566684,138317122.287007,113103052.283529,196142795941.788
"1153","11",2008,6,8,2,122838947.746443,119949446.437398,292974678.028203,508936755206.411
"1154","13",2008,6,8,2,65946187.5036907,64410198.646748,103430314.758961,178727924327.327
"1155","15",2008,6,8,2,62388151.9100123,62387713.2200125,40184472.2763672,68741665121.375
"1156","17",2008,6,8,2,19304862.9923689,18127334.2555327,62587006.1476932,108751861731.088
"1157","19",2008,6,8,2,7937172.07637028,7828553.74432567,17580185.6256905,30595172611.0117
"1158","20",2008,6,8,2,3634307584.69727,3634292964.09998,257812834.059814,484273254923.625
"1159","23",2008,6,8,2,16492854.6054688,16463886,123965400.236328,212282412660.781
"1160","25",2008,6,8,2,164903251.991746,160951902.986976,193149494.255476,332725727055.072
"1161","27",2008,6,8,2,169356.88999176,166367.030002594,11615879.9648438,20533829717
"1162","41",2008,6,8,2,8151738.74584961,8053067.8828125,26467803.5126953,45738630334
"1163","44",2008,6,8,2,2889220891.18125,2889213398.99122,227098031.489891,441801239493.563
"1164","47",2008,6,8,2,37903189.3048096,36194012.0360107,18827976.2205811,32329894069.6108
"1165","50",2008,6,8,2,137383.450016022,137283.010005951,677855.112426758,1149005808.5
"1166","52",2008,6,8,2,9230034.42943764,9214993.52000046,12805440.9973145,21559127409.625
"1167","54",2008,6,8,2,143550950.223318,143235309.672249,72925161.1352196,126445463131.932
"1168","63",2008,6,8,2,3994089.5009656,3951879.05392981,14428538.9035645,25129622296.2344
"1169","66",2008,6,8,2,12726107.1493305,12420944.8026298,35622479.9421162,62133682844.4561
"1170","68",2008,6,8,2,9436055.71033254,9142527.22976469,43022421.8511858,74167786610.3303
"1171","70",2008,6,8,2,12546107.09375,12447045.3412476,16235292.8828125,27705515460
"1172","73",2008,6,8,2,3508976.20623779,3460379.93984985,12190754.3955078,20947639322.75
"1173","76",2008,6,8,2,111535343.323963,107055623.228815,200414862.342925,346697473611.872
"1174","81",2008,6,8,2,1224.21998310089,1009.94000434875,29191.8095703125,50050408.8125
"1175","88",2008,6,8,2,830.310003101826,796.20000000298,138849.746826172,239585338.5
"1176","91",2008,6,8,2,32639.1999969482,32200.6999969482,519416.557495117,943449573.25
"1177","05",2008,7,8,3,209343951.718982,194690728.173476,390841187.858348,699946740116.671
"1178","08",2008,7,8,3,126443034.546033,125108149.231131,120874228.579377,217971952490.624
"1179","11",2008,7,8,3,116417131.702685,113023957.931878,345902663.747465,622112060544.182
"1180","13",2008,7,8,3,76359673.3217163,74441504.0017641,132989169.818236,240476079024.184
"1181","15",2008,7,8,3,82585675.1276764,82579287.3500448,43076763.1855469,76941460881.2715
"1182","17",2008,7,8,3,21034706.1340077,19606581.6328796,66338288.3674646,119285380190.149
"1183","19",2008,7,8,3,11279404.6968682,11156377.3179407,22215731.60882,39634832115.4922
"1184","20",2008,7,8,3,3048122746.98438,3048086977.4,249816484.410156,470041268230.25
"1185","23",2008,7,8,3,18299989.2107544,18281712.9110966,118437498.422852,211255820019.055
"1186","25",2008,7,8,3,203470876.385943,198594820.341463,262489527.61983,469846196006.911
"1187","27",2008,7,8,3,522003.310001373,501151.599998474,8430632.5,14947139680
"1188","41",2008,7,8,3,11322818.4912109,11229075,34910562.0039062,62428025554.25
"1189","44",2008,7,8,3,2803094639.83462,2803044616.64996,221170635.889325,408073780465.107
"1190","47",2008,7,8,3,67170788.2185721,64182652.5354195,33987976.4860859,60442387166.2086
"1191","50",2008,7,8,3,139486.419293404,139203.649212837,658322.078125,1171917307
"1192","52",2008,7,8,3,8591044.84953165,8560773.01001406,14311855.2333069,25749717913.9219
"1193","54",2008,7,8,3,203082622.723698,202559109.580274,78118362.8870983,139537264036.901
"1194","63",2008,7,8,3,4217472.48045158,4162660.91946697,14877814.0606384,26624906224.5
"1195","66",2008,7,8,3,16091602.3288432,15765480.0096817,46739926.9294541,83964108186.1096
"1196","68",2008,7,8,3,12483428.7740147,12145992.9529786,53172233.4542551,95447076124.6627
"1197","70",2008,7,8,3,29981009.0522919,29871467.6046753,4636857.81542969,8543177559.3125
"1198","73",2008,7,8,3,2363150.78189135,2320049.35305393,8567845.25297928,15336087301.8962
"1199","76",2008,7,8,3,135082604.609398,129762660.757897,234903641.489097,420675603365.031
"1200","81",2008,7,8,3,15049020.7104034,15046841.4400177,1782373.64819336,3208230293.5625
"1201","86",2008,7,8,3,29,26.0599994659424,488.799999237061,876046.9140625
"1202","88",2008,7,8,3,27385.6208496094,26488.630859375,623725.421875,1111860586.53125
"1203","91",2008,7,8,3,167890.022491455,167793.300003052,1343702.79696655,2381863971.4375
"1204","97",2008,7,8,3,5208.67010498047,4330.39996337891,49176.2509765625,87237592
"1205","99",2008,7,8,3,41,40.289999961853,300,535054.5
"1206","05",2008,8,8,3,204219358.068796,189908027.07395,336484292.929419,627077320534.657
"1207","08",2008,8,8,3,98861360.0174839,97778901.6323874,106792184.155235,198703570841.593
"1208","11",2008,8,8,3,98054751.9346468,95750612.959648,289858318.126149,539130697785.245
"1209","13",2008,8,8,3,69924777.2080365,68346106.2730605,126741416.158169,235522550633.957
"1210","15",2008,8,8,3,46321760.6700014,46317204.5799018,33053518.9179688,60262813696.1875
"1211","17",2008,8,8,3,13244264.8610718,12368609.9085177,45888299.018992,85054634612.9456
"1212","18",2008,8,8,3,17415,16080,73244.3984375,138264192
"1213","19",2008,8,8,3,9394014.47031978,9299056.50691082,15956404.7298226,29304521503.4705
"1214","20",2008,8,8,3,2921256766.16992,2920243645.16992,234784206.513672,458117815956
"1215","23",2008,8,8,3,13022363.109375,13007834.203125,73777377.3203125,138210329928
"1216","25",2008,8,8,3,171478240.309021,167583568.608331,238004889.592005,441732655099.48
"1217","27",2008,8,8,3,242502.169998169,221066.010002136,11376207.0507812,21388150188
"1218","41",2008,8,8,3,9453551.31152344,9386833.08960915,29847283.4226074,54857004647
"1219","44",2008,8,8,3,1571750789.09751,1571749455.78904,130043324.313221,253784678409.297
"1220","47",2008,8,8,3,46616468.7468853,44019365.9385841,24906212.435791,47061029430.6448
"1221","50",2008,8,8,3,103793.799999237,103113.199996948,2844394.28125,5263349553.25
"1222","52",2008,8,8,3,2849607.83174205,2829413.00000215,5592154.65600586,10227238009.9375
"1223","54",2008,8,8,3,144133066.513335,143748675.453678,88270095.4174156,163506714755.686
"1224","63",2008,8,8,3,2547581.98650956,2516846.99947834,9391828.63757324,17162835945.5649
"1225","66",2008,8,8,3,8214066.41876579,7967071.95889355,26637131.6928852,49118402086.4453
"1226","68",2008,8,8,3,9747321.77266693,9446439.55751665,43660346.1990958,81134660347.3505
"1227","70",2008,8,8,3,1637729.375,1632574.77500916,7548379.5,14179681656
"1228","73",2008,8,8,3,2467388.60148621,2422347.26078796,9223132.88085938,17134520126
"1229","76",2008,8,8,3,84494465.0506454,81597807.4801544,160099954.325306,295074139466.109
"1230","81",2008,8,8,3,446959.530006409,446406.08001709,1161987.48828125,2189535622.5
"1231","88",2008,8,8,3,29987.4503906239,29220.0299999993,371774.64453125,698763089
"1232","91",2008,8,8,3,375735,361696,1181656.3725338,2133517423.23047
"1233","94",2008,8,8,3,1805.38000488281,1425.53002929688,16987.279296875,30853148
"1234","97",2008,8,8,3,20627.0000610352,19810.0496826172,58258.5092773438,109140449
"1235","05",2008,9,8,3,141698032.409373,131111276.449639,185698960.348053,387464966462.888
"1236","08",2008,9,8,3,153194222.725008,152389465.075303,63707066.2738091,132345784079.151
"1237","11",2008,9,8,3,71236665.1345268,68203131.2946359,267716840.397273,550083036549.257
"1238","13",2008,9,8,3,143516900.8289,140740596.136722,169363320.366239,347802212437.817
"1239","15",2008,9,8,3,5058660.81003386,5058013.15001263,19431778.6959534,39764646349.1875
"1240","17",2008,9,8,3,18654795.3638986,17474940.1881695,63866776.7201257,130973665395.396
"1241","19",2008,9,8,3,9402513.92672276,9290193.06227231,20686409.4910395,42559994444.8972
"1242","20",2008,9,8,3,1580194786.8,1580181129.6,121560984.576874,244660807203.031
"1243","23",2008,9,8,3,8556155.33921814,8529604.3984375,43753570.7644529,89337768710.7207
"1244","25",2008,9,8,3,89524105.2544436,85503862.4321238,160022679.259667,329850763168.855
"1245","27",2008,9,8,3,84989.1199970245,79193.4900016785,3206494.1171875,6640932742
"1246","41",2008,9,8,3,10523821.5820312,10457782.3984375,32205248.6875,66179142040.5
"1247","44",2008,9,8,3,2954691740.94755,2954506120.81056,294100886.923485,631687482729.941
"1248","47",2008,9,8,3,54105513.6992188,51863866.4858856,31199996.7125244,65200814775.125
"1249","50",2008,9,8,3,90327.5000076294,90265.7999954224,474996.6953125,986668205.5
"1250","52",2008,9,8,3,11498334.6210146,10847033.6210245,24618544.1379366,50710101515.6646
"1251","54",2008,9,8,3,142881090.948284,141013003.063757,145906825.615701,302393175107.027
"1252","63",2008,9,8,3,3118896.7609359,3084200.09712839,11613288.9366398,23773339671.5488
"1253","66",2008,9,8,3,10372253.5300655,9971414.67970026,32086633.9331771,66239230391.6332
"1254","68",2008,9,8,3,12651521.168132,12237944.2725949,49980469.2287875,103656492546.963
"1255","70",2008,9,8,3,8163264.93994141,8160907,13422497.8203125,27789387280
"1256","73",2008,9,8,3,4310333.35995483,4234172.93371582,15052061.7763672,30513782244.3198
"1257","76",2008,9,8,3,101068909.452791,94896680.7168386,183655940.80201,378461003310.088
"1258","81",2008,9,8,3,200515.369995117,199696.559997559,608563.879394531,1227865468
"1259","88",2008,9,8,3,16075.2501953244,15956.6501708999,206404.8671875,433951973.5
"1260","91",2008,9,8,3,4576970.05252397,4349160.50997069,15642184.7726065,32867149105.2563
"1261","97",2008,9,8,3,258.299999237061,172.899993896484,2786.14001464844,5565471.125
"1262","05",2008,10,8,4,129328744.832208,118741873.929255,346151868.705467,789879817203.394
"1263","08",2008,10,8,4,57574070.2305399,56252701.5123097,100949983.773351,229599754361.107
"1264","11",2008,10,8,4,136152419.793728,131195323.92268,395853932.854204,901384434463.378
"1265","13",2008,10,8,4,45811066.8721189,44060156.1160479,87124449.4726595,196359578398.224
"1266","15",2008,10,8,4,23505787.6485909,23504936.6886929,13601940.1122742,31320999020.5
"1267","17",2008,10,8,4,21342595.3790708,18912405.3176303,76242325.6592468,173623772777.11
"1268","18",2008,10,8,4,10.6999998092651,9.06999969482422,351,813105.5625
"1269","19",2008,10,8,4,6704359.74000156,6480615.72619063,18056963.4922376,40855949619.6445
"1270","20",2008,10,8,4,589458329.639999,589428297.049998,52015709.1496582,121260228329.75
"1271","23",2008,10,8,4,3739424.4063282,3707825.8083353,14229969.6829281,32826394087.9658
"1272","25",2008,10,8,4,54926654.3017885,50293716.5411229,134220618.418278,308041220369.97
"1273","27",2008,10,8,4,1336318.48000145,1230290.50000191,10739023.28125,24690962816
"1274","41",2008,10,8,4,11112830.0790405,10479758.6296997,33960051.5898438,77345573716
"1275","44",2008,10,8,4,3719424299.5,3719424299.5,311283198.887695,698054393337
"1276","47",2008,10,8,4,25376527.3879051,24527839.9797363,15415776.1263199,35073225697.5242
"1277","50",2008,10,8,4,233357.17168045,231394.799962044,1119996.40942383,2611310271.53125
"1278","52",2008,10,8,4,2171354.96154714,2080699.97000003,6102941.38071442,13818971700.5312
"1279","54",2008,10,8,4,218704473.485997,217700971.473234,175269978.483037,401266905124.965
"1280","63",2008,10,8,4,4320525.26848412,4110345.42827797,13333192.9866943,30335149498
"1281","66",2008,10,8,4,8950579.75787258,8360538.67431206,29937305.2953672,68202386999.8564
"1282","68",2008,10,8,4,15399122.8666771,14455555.9199359,56405926.637558,128806224885.459
"1283","70",2008,10,8,4,2073261.203125,2000075.703125,9693248.515625,21928039512
"1284","73",2008,10,8,4,4370002.81763458,4211414.95173645,14862017.2116699,34002590491.2266
"1285","76",2008,10,8,4,89818149.1456774,83171068.6302186,180349411.645429,413263676224.588
"1286","81",2008,10,8,4,32060.18983078,30695.4499676228,122009.048339844,278949522.28125
"1287","88",2008,10,8,4,26962.94921875,25679,8299.2001953125,19473824
"1288","91",2008,10,8,4,9258761.49446131,8692442.53078459,22570029.6410334,51017857338.2511
"1289","05",2008,11,8,4,140017660.626281,130083326.298219,305458214.754143,709047812123.198
"1290","08",2008,11,8,4,95232148.8073073,94289023.1083168,117375301.1005,273364738174.119
"1291","11",2008,11,8,4,61312453.9156059,58207951.0385711,284176409.286573,659121324130.079
"1292","13",2008,11,8,4,30684660.7799855,29713345.8001133,55455046.4616762,129134483746.595
"1293","15",2008,11,8,4,93121008.9200419,93117467.1099011,34896015.1704712,80834912125.9131
"1294","17",2008,11,8,4,16304700.2813394,15060047.8345012,60428704.4279764,140754158761.381
"1295","19",2008,11,8,4,4825341.79010963,4736305.71008313,13664316.3331089,31857441646.5249
"1296","20",2008,11,8,4,771811594,771808600.299988,77027758.9902344,166260729061.5
"1297","23",2008,11,8,4,5146258.0859375,5126345.61328125,26693998.5063477,61874998229.75
"1298","25",2008,11,8,4,56103525.0095114,53123146.6167337,129246197.515981,300745687987.988
"1299","27",2008,11,8,4,81971.2900009155,73770.4300003052,955360.287109375,2225113512
"1300","41",2008,11,8,4,8730297.18406248,8672044.80078125,24546062.5546875,57154999754.9375
"1301","44",2008,11,8,4,162641256,162641256,26808488.4404297,62715256628
"1302","47",2008,11,8,4,12248563.4259052,11580345.5621662,5190802.07653809,12019776607.625
"1303","50",2008,11,8,4,311190,310842,1751957.5078125,4077483037
"1304","52",2008,11,8,4,895754.970060349,884877.510025024,1212327.55517578,2816613194.5
"1305","54",2008,11,8,4,168636249.487478,167929252.08124,198235072.318917,460491223513.425
"1306","63",2008,11,8,4,4315680.22054482,4262255.90158796,9312001.38903809,21683574373.1875
"1307","66",2008,11,8,4,6966807.53526641,6599425.16568008,26839196.0968029,62487283475.2416
"1308","68",2008,11,8,4,16362948.243619,16152876.4989003,56505802.2305775,131437447027.259
